user_id,user_name,user_location,user_friends_count,created_time,retweet_count,favourite_count,original_text
934920511506616321,Ted Wilson,"Denver, CO",23,2020-03-09 16:42:31,35,0,"Mango Blueberry Smoothie is a perfect breakfast smoothie for busy mornings and helps in maintaining good health. 🥭🍓🥤 

https://t.co/mc6Mu0miUm

#mango #blueberry #smoothie #dessert #fruits #glutenfree  #vegan #healthy #healthyrecipes #smoothiebowl #tropical #tropicalsmoothie"
2308318422,Jane,"South East, England",5001,2020-03-09 16:42:29,21,0,"#Win Set of Palm Oil Free Natural #Handmadesoap

To enter
Follow &amp; tag a friend or
Share &amp; like on FB

Giveaway ends 16/3/20
Good luck 🍀💖🍀💖

https://t.co/1XQIXuk3k8

#Competition #giveaway  #noplastic #Vegan #Cardiff #eczema #handwashchallenge #handwashing #Soap #healthybody https://t.co/RwhQ72ytvy"
1528886124,Bad Brownie,London,1223,2020-03-09 16:42:26,0,0,"Start the week the right way, with the best vegan and gluten-free brownies! Salted Caramel, Classic Choc Chip, Raspberry, Cookie Dough, Passionfruit &amp; Coconut and Peanut Butter &amp; Jelly 😍 😊 

https://t.co/jjCavyFlyJ

#vegan #glutenfree #brownie #veganandglutenfree https://t.co/HtvaitJ2tt"
1205371927520432128,Mary Zientek Sulaiman,,193,2020-03-09 16:42:18,11,0,"Just like the 1918-1919 pandemic (Spanish Flu) that killed more in a few months than the whole of World War I, just like Ebola, HIV and SARS, the #coronavirus started with humans using and abusing animals.
Go #Vegan.
Break the cycle.
#covid19 #covid2019
https://t.co/QawDMWcx2q"
10336,Elisa Camahort Page,"San Jose, CA",4396,2020-03-09 16:42:18,0,0,"Day 68 (yesterday): I read a bunch of my next book club book yesterday and wandered around looking for more #vegan options on the boat. Typical cruise day, little accomplished with my #notresolutionsjustgoals project. I’ll hopefully walk more when we get off the boat tomorrow."
371261200,Marylène,Leigh on Sea,915,2020-03-09 16:42:14,36,0,"Seasonal Veg of the Day

 🌱🌱🌱🌱Beetroot!🌱🌱🌱🌱

There are so many reasons to love this vegetable. Read on! 

#vegan #MondayMorning #veggies 
#seasonal #Sustainability https://t.co/wkBr8ukgEj"
3230648830,VeganAdvocate Ⓥ,Earth (until we destroy it),4899,2020-03-09 16:42:08,1,0,"This vegan farro recipe with maple Brussels sprouts is an easy to make vegan meal prep or winter dinner recipe packed with veggies and flavor.

Full Recipe: 
https://t.co/jkymtVEDUp

#vegan #plantbased #vegandinner #brusselssprouts https://t.co/sl3KQCVT2g"
1151214505562476544,"Anne, The Plant-Based Photographer",The Plant-Based Photographer,167,2020-03-09 16:42:05,546,0,"💜 A DOG’S LOVE CAN BE ENOUGH TO SAVE A HUMAN SOUL FROM DARKNESS 🔥
#AdoptDontShop 

🐶 RETWEET if you stand against ALL #AnimalCruelty 

#GoVegan #vegan #dogs #dogsoftwitter #weekend #Motivation #morning #USA #pets #animals #SundayFunday #SundayThoughts 
 https://t.co/y3tvw3GyiE"
203652304,MODZORI,"Pennsylvania, USA",107,2020-03-09 16:41:49,0,0,"Bianca is here!! A new addition to the #Modzori mid-wedge collection. Wear Bianca in 4 different ways to complement your #outfitoftheday and #jewelry 
Find your size at https://t.co/9oIjVNHXCo

#spring2020fashion #newdesigns #travelfashion #designershoes  #vegan #veganshoes"
551716123,mapiyoyo,"Durban, South Africa",604,2020-03-09 16:41:40,3,0,"VEG CURRY 🥣
.
Here’s a meat-free favourite for you to try... use any veg &amp; change it up according to what’s seasonal. Serve topped with vegan coconut yoghurt to keep it completely vegan, otherwise regular plain yoghurt is a great too.
.
#zolanene #curry #veg #vegan #meatfree https://t.co/y00WDCImrl"
824056272341397504,◦•●◉✿𝕊α𝐘ᒎ✿◉●•◦Ⓥ🤘🖤🌸,"England, United Kingdom",3419,2020-03-09 16:41:36,0,2,"When you're craving chocolate peanut butter cups and you make the smoothie version with added antioxidants 🌱👌😍✌💚🌱🍫😋☺ Sooo yummilicious.
⏺Frozen banana
⏺Raw cacao powder
⏺ Natural Peanut butter
⏺Pinch of Himalayan salt
⏺Fresh blueberries
⏺ Cashew milk
#vegan #recipe https://t.co/dBLDvMllgV"
3230648830,VeganAdvocate Ⓥ,Earth (until we destroy it),4899,2020-03-09 16:41:23,1,0,"Spring pasta bowls. Loaded with 🍋 Lemon-Parmesan 🧀 Garlicky 🧄 flavor. (Extra garlic for me!) Italian sausage on top. I used snap peas and kale as my greens, but feel free to use what u have on hand. 🌱 https://t.co/sRPFNWZgWF ... #vegan recipe for #MeatlessMonday https://t.co/3auG9a648t"
2393635615,Gallego,"California, USA",386,2020-03-09 16:41:14,148,0,"If she is hoping for help, none will come.

Her reproductive system, her flesh are more important than her suffering.

More important than the grave life she had.

More important than the gas that will fill her lungs, as she cries out for mercy. 

#MeatyMarch #Vegan https://t.co/jm9J2nhomK"
3230648830,VeganAdvocate Ⓥ,Earth (until we destroy it),4899,2020-03-09 16:41:14,3,0,"Vegan Lo Mein with Soba Noodles! Ready for 20 minutes! Clean out the fridge Vegan Lo Mein, EASY, and SIMPLE! Made with whole wheat soba noodles! Vegan, GLUTEN FREE! #vegan #veganricha
https://t.co/qpK3CFOVsd"
348167017,—,"Los Angeles, CA",350,2020-03-09 16:41:07,0,0,"oop, corona threats in school? #Invincible #vegan #nocoronaforme"
4641364944,PreudhommeArt&Design,"Winston-Salem, NC",21369,2020-03-09 16:40:52,23,0,"Randomly made a one-pot smoked 🥥 Mac &amp; Cheese #Vegan 🌱 &amp; it was delicious. 
Topped with avocado and scallions 😩😋 visit https://t.co/52jv2eaOdL for the recipe 🙏🏾 https://t.co/IrMlsEuH2Q"
583799998,Suki,"England, United Kingdom",193,2020-03-09 16:40:18,61,0,"""The greatest privilege that comes with freedom of speech
is using your voice for those who don't have one"" @RickyGervais🙊📢
Our silence condemns #animals to suffer in silence too💔
Go #vegan💖 
@Protect_Wldlife @PeterEgan6 @Ivy_MiddletonUK @RobRobbEdwards @zbleumoon @Veganella_ https://t.co/v2qDMSevT8"
329805593,Pablo Reyes Donaire,Chile,4614,2020-03-09 16:40:17,0,0,"There is no such thing as vegan food, it is either vegan or it isn't food. - Anon #vegan https://t.co/3Spr2ICnNM"
519607514,DairyFreeGina,"Amherst, NY Disney=My 2nd Home",2723,2020-03-09 16:40:00,0,0,"What's on your #MeatlessMonday menu? Easy to make @recipes at https://t.co/8p0rlyVjzL

#MeatFree
#Vegan
#DairyFree
#GlutenFree 
#SaveEarth  
#FoodBlog 
#DinnerTonight
#DairyFreeDelicioussness
#DairyFreeGina
@MeatlessMonday https://t.co/EM0gVhTpoG"
2554655707,Herbivorous Butcher,"Minneapolis, MN",1804,2020-03-09 16:39:26,0,1,Join us for lunch tomorrow and build your own #vegan mac and cheese! https://t.co/nx4peUjScI
